id,label,type,degree
1994,User_849,Unknown,30
1995,User_850,Unknown,10
1996,User_851,Unknown,4
1997,User_852,Unknown,4
1998,User_853,Unknown,44
1999,User_854,Unknown,3
2000,User_855,Unknown,4
2001,User_856,Unknown,39
2002,User_890,Unknown,7
2003,User_857,Unknown,12
2004,User_858,Unknown,5
2005,User_859,Unknown,2
2006,User_860,Unknown,2
2007,User_861,Unknown,10
2008,User_862,Unknown,24
2009,User_863,Unknown,11
2010,User_864,Unknown,5
2011,User_865,Unknown,4
2012,User_866,Unknown,5
2013,User_867,Unknown,8
2014,User_868,Unknown,4
2015,User_869,Unknown,7
2016,User_870,Unknown,7
2017,User_871,Unknown,7
2018,User_872,Unknown,7
2019,User_873,Unknown,6
2020,User_874,Unknown,7
2021,User_875,Unknown,1
2022,User_876,Unknown,11
2023,User_877,Unknown,4
2024,User_878,Unknown,10
2025,User_879,Unknown,6
2026,User_880,Unknown,8
2027,User_881,Unknown,7
2028,User_882,Unknown,8
2029,User_883,Unknown,1
2030,User_884,Unknown,4
2031,User_885,Unknown,9
2032,User_886,Unknown,8
2033,User_887,Unknown,6
2034,User_888,Unknown,9
2035,User_889,Unknown,13
2036,User_891,Unknown,1
2037,User_892,Unknown,1
2038,User_893,Unknown,4
2039,User_894,Unknown,4
2040,User_895,Unknown,6
2041,User_3456,Unknown,51
2042,User_3495,Unknown,56
2043,User_3586,Unknown,44
2044,User_3621,Unknown,11
2045,User_3626,Unknown,8
2046,User_3797,Unknown,43
2047,User_3501,Unknown,50
2048,User_3517,Unknown,17
2049,User_3550,Unknown,19
2050,User_3577,Unknown,52
2051,User_3592,Unknown,13
2052,User_3609,Unknown,27
2053,User_3633,Unknown,65
2054,User_3677,Unknown,50
2055,User_3684,Unknown,67
2056,User_3721,Unknown,30
2057,User_3779,Unknown,19
2058,User_3872,Unknown,14
2059,User_3948,Unknown,59
2060,User_2678,Unknown,9
2061,User_2760,Unknown,11
2062,User_2822,Unknown,14
2063,User_2883,Unknown,15
2064,User_2941,Unknown,11
2065,User_2968,Unknown,13
2066,User_3005,Unknown,43
2067,User_3057,Unknown,17
2068,User_3136,Unknown,62
2069,User_3164,Unknown,10
2070,User_3222,Unknown,15
2071,User_3245,Unknown,14
2072,User_3248,Unknown,31
2073,User_3263,Unknown,58
2074,User_3278,Unknown,19
2075,User_3328,Unknown,18
2076,User_3361,Unknown,14
2077,User_3440,Unknown,26
2078,User_3525,Unknown,36
2079,User_3540,Unknown,34
2080,User_3556,Unknown,13
2081,User_3561,Unknown,14
2082,User_3651,Unknown,32
2083,User_3674,Unknown,38
2084,User_3692,Unknown,38
2085,User_3741,Unknown,18
2086,User_3750,Unknown,29
2087,User_3756,Unknown,61
2088,User_3830,Unknown,108
2089,User_3851,Unknown,59
2090,User_3877,Unknown,55
2091,User_3886,Unknown,29
2092,User_3943,Unknown,25
2093,User_3962,Unknown,39
2094,User_2677,Unknown,15
2095,User_2826,Unknown,10
2096,User_2724,Unknown,70
2097,User_2752,Unknown,7
2098,User_2775,Unknown,27
2099,User_2869,Unknown,70
2100,User_2892,Unknown,29
2101,User_2962,Unknown,19
2102,User_3001,Unknown,35
2103,User_3019,Unknown,70
2104,User_3100,Unknown,34
2105,User_3162,Unknown,57
2106,User_3168,Unknown,48
2107,User_3233,Unknown,63
2108,User_3295,Unknown,46
2109,User_3304,Unknown,35
2110,User_3331,Unknown,36
2111,User_3366,Unknown,62
2112,User_3404,Unknown,18
2113,User_3406,Unknown,70
2114,User_3412,Unknown,45
2115,User_2813,Unknown,27
2116,User_2971,Unknown,4
2117,User_3034,Unknown,43
2118,User_3178,Unknown,25
2119,User_3410,Unknown,16
2120,User_3420,Unknown,23
2121,User_2976,Unknown,41
2122,User_3011,Unknown,42
2123,User_3179,Unknown,68
2124,User_3289,Unknown,19
2125,User_1920,Unknown,123
2126,User_1941,Unknown,223
2127,User_1948,Unknown,108
2128,User_1959,Unknown,120
2129,User_2028,Unknown,106
2130,User_2047,Unknown,205
2131,User_2053,Unknown,115
2132,User_2065,Unknown,26
2133,User_2087,Unknown,156
2134,User_2125,Unknown,121
2135,User_2132,Unknown,94
2136,User_2134,Unknown,85
2137,User_2148,Unknown,90
2138,User_2149,Unknown,128
2139,User_2169,Unknown,109
2140,User_2191,Unknown,88
2141,User_2194,Unknown,109
2142,User_2196,Unknown,110
2143,User_2198,Unknown,55
2144,User_2239,Unknown,44
2145,User_2266,Unknown,234
2146,User_2282,Unknown,154
2147,User_2285,Unknown,55
2148,User_2293,Unknown,54
2149,User_2315,Unknown,73
2150,User_2328,Unknown,166
2151,User_2332,Unknown,103
2152,User_2333,Unknown,160
2153,User_2338,Unknown,109
2154,User_2347,Unknown,291
2155,User_2351,Unknown,110
2156,User_2368,Unknown,79
2157,User_2372,Unknown,105
2158,User_2385,Unknown,57
2159,User_2399,Unknown,77
2160,User_2420,Unknown,81
2161,User_2496,Unknown,22
2162,User_2501,Unknown,76
2163,User_2509,Unknown,134
2164,User_2512,Unknown,105
2165,User_2516,Unknown,88
2166,User_2530,Unknown,29
2167,User_2542,Unknown,196
2168,User_2555,Unknown,135
2169,User_2567,Unknown,116
2170,User_2592,Unknown,125
2171,User_2597,Unknown,105
2172,User_2608,Unknown,99
2173,User_2642,Unknown,127
2174,User_2725,Unknown,8
2175,User_2734,Unknown,26
2176,User_2764,Unknown,25
2177,User_2964,Unknown,18
2178,User_3020,Unknown,37
2179,User_3062,Unknown,32
2180,User_3079,Unknown,39
2181,User_3165,Unknown,7
2182,User_3205,Unknown,15
2183,User_3258,Unknown,47
2184,User_3386,Unknown,52
2185,User_3409,Unknown,16
2186,User_2693,Unknown,18
2187,User_2979,Unknown,18
2188,User_3101,Unknown,122
2189,User_3265,Unknown,48
2190,User_3385,Unknown,53
2191,User_1913,Unknown,19
2192,User_1916,Unknown,79
2193,User_1940,Unknown,93
2194,User_1947,Unknown,120
2195,User_1954,Unknown,93
2196,User_1994,Unknown,64
2197,User_2002,Unknown,85
2198,User_2010,Unknown,84
2199,User_2026,Unknown,96
2200,User_2052,Unknown,106
2201,User_2062,Unknown,76
2202,User_2101,Unknown,71
2203,User_2137,Unknown,49
2204,User_2144,Unknown,78
2205,User_2151,Unknown,86
2206,User_2163,Unknown,31
2207,User_2176,Unknown,117
2208,User_2215,Unknown,58
2209,User_2241,Unknown,119
2210,User_2246,Unknown,95
2211,User_2273,Unknown,91
2212,User_2294,Unknown,122
2213,User_2295,Unknown,23
2214,User_2298,Unknown,17
2215,User_2343,Unknown,79
2216,User_2344,Unknown,121
2217,User_2355,Unknown,30
2218,User_2377,Unknown,94
2219,User_2389,Unknown,28
2220,User_2394,Unknown,95
2221,User_2413,Unknown,17
2222,User_2419,Unknown,109
2223,User_2465,Unknown,60
2224,User_2468,Unknown,177
2225,User_2519,Unknown,35
2226,User_2544,Unknown,30
2227,User_2582,Unknown,101
2228,User_2588,Unknown,91
2229,User_2594,Unknown,94
2230,User_2605,Unknown,17
2231,User_2609,Unknown,49
2232,User_2616,Unknown,100
2233,User_2903,Unknown,8
2234,User_2938,Unknown,20
2235,User_2999,Unknown,30
2236,User_3201,Unknown,92
2237,User_3319,Unknown,26
2238,User_3355,Unknown,54
2239,User_3097,Unknown,41
2240,User_2707,Unknown,15
2241,User_3111,Unknown,52
2242,User_3186,Unknown,23
2243,User_2661,Unknown,99
2244,User_2662,Unknown,37
2245,User_2663,Unknown,26
2246,User_2664,Unknown,83
2247,User_2665,Unknown,50
2248,User_2666,Unknown,61
2249,User_2667,Unknown,20
2250,User_2668,Unknown,34
2251,User_2669,Unknown,97
2252,User_2670,Unknown,19
2253,User_2671,Unknown,6
2254,User_2672,Unknown,37
2255,User_2673,Unknown,29
2256,User_2674,Unknown,70
2257,User_2675,Unknown,38
2258,User_2676,Unknown,83
2259,User_2679,Unknown,93
2260,User_2680,Unknown,53
2261,User_2681,Unknown,45
2262,User_2682,Unknown,16
2263,User_2683,Unknown,78
2264,User_2684,Unknown,28
2265,User_2685,Unknown,12
2266,User_2686,Unknown,24
2267,User_2687,Unknown,21
2268,User_2688,Unknown,11
2269,User_2689,Unknown,67
2270,User_2690,Unknown,31
2271,User_2691,Unknown,3
2272,User_2692,Unknown,5
2273,User_2694,Unknown,93
2274,User_2695,Unknown,11
2275,User_2696,Unknown,19
2276,User_2697,Unknown,16
2277,User_2698,Unknown,69
2278,User_2699,Unknown,13
2279,User_2700,Unknown,15
2280,User_2701,Unknown,26
2281,User_2702,Unknown,24
2282,User_2703,Unknown,18
2283,User_2705,Unknown,27
2284,User_2706,Unknown,67
2285,User_2708,Unknown,34
2286,User_2709,Unknown,12
2287,User_2710,Unknown,13
2288,User_2711,Unknown,31
2289,User_2712,Unknown,44
2290,User_2713,Unknown,31
2291,User_2714,Unknown,3
2292,User_2715,Unknown,32
2293,User_2716,Unknown,95
2294,User_2717,Unknown,54
2295,User_2718,Unknown,37
2296,User_2719,Unknown,100
2297,User_2720,Unknown,49
2298,User_2721,Unknown,6
2299,User_2722,Unknown,3
2300,User_2723,Unknown,12
2301,User_2726,Unknown,17
2302,User_2727,Unknown,13
2303,User_2728,Unknown,38
2304,User_2729,Unknown,63
2305,User_2730,Unknown,89
2306,User_2731,Unknown,29
2307,User_2732,Unknown,8
2308,User_2733,Unknown,24
2309,User_2735,Unknown,19
2310,User_2736,Unknown,5
2311,User_2737,Unknown,21
2312,User_2738,Unknown,83
2313,User_2739,Unknown,31
2314,User_2741,Unknown,57
2315,User_2742,Unknown,116
2316,User_2743,Unknown,51
2317,User_2744,Unknown,13
2318,User_2745,Unknown,33
2319,User_2746,Unknown,15
2320,User_2747,Unknown,13
2321,User_2748,Unknown,75
2322,User_2749,Unknown,53
2323,User_2750,Unknown,85
2324,User_2751,Unknown,35
2325,User_2753,Unknown,52
2326,User_2754,Unknown,122
2327,User_2755,Unknown,89
2328,User_2756,Unknown,45
2329,User_2757,Unknown,83
2330,User_2758,Unknown,46
2331,User_2759,Unknown,22
2332,User_2761,Unknown,28
2333,User_2762,Unknown,21
2334,User_2763,Unknown,63
2335,User_2765,Unknown,47
2336,User_2766,Unknown,13
2337,User_2767,Unknown,6
2338,User_2768,Unknown,28
2339,User_2769,Unknown,12
2340,User_2770,Unknown,41
2341,User_2771,Unknown,14
2342,User_2772,Unknown,34
2343,User_2773,Unknown,57
2344,User_2774,Unknown,6
2345,User_2776,Unknown,6
2346,User_2777,Unknown,83
2347,User_2778,Unknown,95
2348,User_2779,Unknown,19
2349,User_2780,Unknown,59
2350,User_2781,Unknown,66
2351,User_2782,Unknown,98
2352,User_2783,Unknown,33
2353,User_2784,Unknown,28
2354,User_2785,Unknown,44
2355,User_2786,Unknown,102
2356,User_2787,Unknown,49
2357,User_2788,Unknown,2
2358,User_2789,Unknown,19
2359,User_2790,Unknown,9
2360,User_2791,Unknown,12
2361,User_2792,Unknown,3
2362,User_2793,Unknown,99
2363,User_2794,Unknown,19
2364,User_2795,Unknown,24
2365,User_2796,Unknown,60
2366,User_2797,Unknown,27
2367,User_2798,Unknown,3
2368,User_2799,Unknown,8
2369,User_2800,Unknown,82
2370,User_2801,Unknown,10
2371,User_2802,Unknown,10
2372,User_2803,Unknown,22
2373,User_2804,Unknown,9
2374,User_2805,Unknown,8
2375,User_2806,Unknown,50
2376,User_2807,Unknown,22
2377,User_2808,Unknown,3
2378,User_2809,Unknown,19
2379,User_2810,Unknown,58
2380,User_2811,Unknown,7
2381,User_2812,Unknown,25
2382,User_2815,Unknown,57
2383,User_2816,Unknown,11
2384,User_2817,Unknown,5
2385,User_2818,Unknown,16
2386,User_2819,Unknown,24
2387,User_2820,Unknown,15
2388,User_2821,Unknown,13
2389,User_2823,Unknown,38
2390,User_2824,Unknown,6
2391,User_2825,Unknown,20
2392,User_2827,Unknown,75
2393,User_2828,Unknown,78
2394,User_2829,Unknown,28
2395,User_2830,Unknown,22
2396,User_2831,Unknown,18
2397,User_2832,Unknown,30
2398,User_2833,Unknown,82
2399,User_2834,Unknown,9
2400,User_2835,Unknown,44
2401,User_2836,Unknown,31
2402,User_2837,Unknown,14
2403,User_2839,Unknown,137
2404,User_2840,Unknown,33
2405,User_2841,Unknown,31
2406,User_2842,Unknown,1
2407,User_2843,Unknown,29
2408,User_2844,Unknown,29
2409,User_2845,Unknown,26
2410,User_2846,Unknown,27
2411,User_2847,Unknown,12
2412,User_2848,Unknown,21
2413,User_2849,Unknown,81
2414,User_2850,Unknown,33
2415,User_2851,Unknown,22
2416,User_2852,Unknown,11
2417,User_2853,Unknown,62
2418,User_2854,Unknown,36
2419,User_2855,Unknown,4
2420,User_2856,Unknown,18
2421,User_2857,Unknown,2
2422,User_2858,Unknown,17
2423,User_2859,Unknown,20
2424,User_2860,Unknown,3
2425,User_2861,Unknown,11
2426,User_2862,Unknown,71
2427,User_2863,Unknown,104
2428,User_2864,Unknown,75
2429,User_2865,Unknown,39
2430,User_2866,Unknown,78
2431,User_2867,Unknown,80
2432,User_2868,Unknown,21
2433,User_2870,Unknown,22
2434,User_2871,Unknown,42
2435,User_2872,Unknown,76
2436,User_2873,Unknown,73
2437,User_2874,Unknown,47
2438,User_2875,Unknown,52
2439,User_2876,Unknown,14
2440,User_2877,Unknown,104
2441,User_2878,Unknown,11
2442,User_2879,Unknown,16
2443,User_2880,Unknown,66
2444,User_2881,Unknown,45
2445,User_2882,Unknown,10
2446,User_2884,Unknown,6
2447,User_2886,Unknown,10
2448,User_2887,Unknown,40
2449,User_2888,Unknown,15
2450,User_2889,Unknown,19
2451,User_2890,Unknown,88
2452,User_2891,Unknown,22
2453,User_2893,Unknown,8
2454,User_2894,Unknown,61
2455,User_2895,Unknown,9
2456,User_2896,Unknown,50
2457,User_2897,Unknown,54
2458,User_2898,Unknown,8
2459,User_2899,Unknown,6
2460,User_2900,Unknown,11
2461,User_2901,Unknown,77
2462,User_2902,Unknown,7
2463,User_2904,Unknown,72
2464,User_2905,Unknown,74
2465,User_2906,Unknown,92
2466,User_2907,Unknown,32
2467,User_2908,Unknown,27
2468,User_2909,Unknown,77
2469,User_2910,Unknown,83
2470,User_2911,Unknown,69
2471,User_2912,Unknown,61
2472,User_2913,Unknown,75
2473,User_2914,Unknown,41
2474,User_2915,Unknown,91
2475,User_2916,Unknown,87
2476,User_2917,Unknown,18
2477,User_2918,Unknown,20
2478,User_2919,Unknown,70
2479,User_2920,Unknown,74
2480,User_2921,Unknown,40
2481,User_2922,Unknown,3
2482,User_2923,Unknown,16
2483,User_2924,Unknown,40
2484,User_2925,Unknown,79
2485,User_2926,Unknown,10
2486,User_2927,Unknown,92
2487,User_2928,Unknown,86
2488,User_2929,Unknown,48
2489,User_2930,Unknown,8
2490,User_2931,Unknown,53
2491,User_2932,Unknown,40
2492,User_2933,Unknown,14
2493,User_2934,Unknown,20
2494,User_2935,Unknown,12
2495,User_2936,Unknown,60
2496,User_2937,Unknown,63
2497,User_2939,Unknown,69
2498,User_2940,Unknown,64
2499,User_2942,Unknown,10
2500,User_2943,Unknown,82
2501,User_2944,Unknown,106
2502,User_2945,Unknown,54
2503,User_2946,Unknown,59
2504,User_2947,Unknown,17
2505,User_2948,Unknown,21
2506,User_2949,Unknown,20
2507,User_2950,Unknown,48
2508,User_2951,Unknown,102
2509,User_2952,Unknown,3
2510,User_2953,Unknown,34
2511,User_2954,Unknown,13
2512,User_2955,Unknown,44
2513,User_2956,Unknown,96
2514,User_2957,Unknown,14
2515,User_2958,Unknown,42
2516,User_2959,Unknown,17
2517,User_2960,Unknown,92
2518,User_2961,Unknown,11
2519,User_2963,Unknown,4
2520,User_2965,Unknown,17
2521,User_2966,Unknown,107
2522,User_2967,Unknown,22
2523,User_2969,Unknown,71
2524,User_2970,Unknown,44
2525,User_2972,Unknown,17
2526,User_2973,Unknown,73
2527,User_2974,Unknown,59
2528,User_2975,Unknown,3
2529,User_2977,Unknown,33
2530,User_2978,Unknown,25
2531,User_2980,Unknown,5
2532,User_2981,Unknown,23
2533,User_2982,Unknown,15
2534,User_2983,Unknown,17
2535,User_2984,Unknown,24
2536,User_2985,Unknown,60
2537,User_2986,Unknown,100
2538,User_2987,Unknown,27
2539,User_2988,Unknown,63
2540,User_2989,Unknown,58
2541,User_2990,Unknown,13
2542,User_2991,Unknown,61
2543,User_2992,Unknown,72
2544,User_2993,Unknown,56
2545,User_2994,Unknown,65
2546,User_2995,Unknown,15
2547,User_2996,Unknown,39
2548,User_2997,Unknown,14
2549,User_2998,Unknown,3
2550,User_3000,Unknown,91
2551,User_3002,Unknown,72
2552,User_3004,Unknown,53
2553,User_3006,Unknown,2
2554,User_3007,Unknown,24
2555,User_3008,Unknown,16
2556,User_3009,Unknown,19
2557,User_3010,Unknown,32
2558,User_3012,Unknown,11
2559,User_3013,Unknown,24
2560,User_3014,Unknown,43
2561,User_3015,Unknown,10
2562,User_3016,Unknown,29
2563,User_3017,Unknown,70
2564,User_3018,Unknown,30
2565,User_3021,Unknown,50
2566,User_3022,Unknown,80
2567,User_3023,Unknown,35
2568,User_3024,Unknown,14
2569,User_3025,Unknown,54
2570,User_3026,Unknown,96
2571,User_3027,Unknown,66
2572,User_3028,Unknown,12
2573,User_3029,Unknown,52
2574,User_3030,Unknown,8
2575,User_3031,Unknown,1
2576,User_3032,Unknown,22
2577,User_3033,Unknown,88
2578,User_3035,Unknown,90
2579,User_3036,Unknown,38
2580,User_3037,Unknown,3
2581,User_3038,Unknown,88
2582,User_3039,Unknown,22
2583,User_3040,Unknown,51
2584,User_3041,Unknown,27
2585,User_3042,Unknown,20
2586,User_3043,Unknown,17
2587,User_3044,Unknown,6
2588,User_3045,Unknown,8
2589,User_3046,Unknown,37
2590,User_3047,Unknown,50
2591,User_3048,Unknown,15
2592,User_3049,Unknown,76
2593,User_3050,Unknown,16
2594,User_3051,Unknown,101
2595,User_3052,Unknown,50
2596,User_3053,Unknown,10
2597,User_3054,Unknown,83
2598,User_3055,Unknown,6
2599,User_3056,Unknown,78
2600,User_3058,Unknown,15
2601,User_3059,Unknown,5
2602,User_3060,Unknown,78
2603,User_3061,Unknown,14
2604,User_3063,Unknown,11
2605,User_3064,Unknown,64
2606,User_3065,Unknown,53
2607,User_3066,Unknown,14
2608,User_3067,Unknown,13
2609,User_3068,Unknown,16
2610,User_3069,Unknown,16
2611,User_3070,Unknown,62
2612,User_3071,Unknown,1
2613,User_3072,Unknown,46
2614,User_3073,Unknown,62
2615,User_3074,Unknown,6
2616,User_3075,Unknown,23
2617,User_3076,Unknown,86
2618,User_3077,Unknown,55
2619,User_3078,Unknown,99
2620,User_3080,Unknown,28
2621,User_3081,Unknown,25
2622,User_3082,Unknown,116
2623,User_3083,Unknown,10
2624,User_3084,Unknown,76
2625,User_3085,Unknown,52
2626,User_3086,Unknown,37
2627,User_3087,Unknown,51
2628,User_3088,Unknown,10
2629,User_3089,Unknown,52
2630,User_3090,Unknown,108
2631,User_3091,Unknown,6
2632,User_3092,Unknown,11
2633,User_3093,Unknown,16
2634,User_3094,Unknown,7
2635,User_3095,Unknown,15
2636,User_3096,Unknown,76
2637,User_3098,Unknown,65
2638,User_3099,Unknown,10
2639,User_3102,Unknown,49
2640,User_3103,Unknown,20
2641,User_3104,Unknown,83
2642,User_3105,Unknown,12
2643,User_3106,Unknown,62
2644,User_3107,Unknown,51
2645,User_3108,Unknown,63
2646,User_3109,Unknown,18
2647,User_3110,Unknown,17
2648,User_3112,Unknown,12
2649,User_3113,Unknown,68
2650,User_3114,Unknown,46
2651,User_3115,Unknown,61
2652,User_3116,Unknown,103
2653,User_3117,Unknown,63
2654,User_3118,Unknown,44
2655,User_3119,Unknown,69
2656,User_3120,Unknown,71
2657,User_3121,Unknown,4
2658,User_3122,Unknown,9
2659,User_3123,Unknown,33
2660,User_3124,Unknown,30
2661,User_3125,Unknown,2
2662,User_3126,Unknown,8
2663,User_3127,Unknown,6
2664,User_3128,Unknown,10
2665,User_3129,Unknown,35
2666,User_3130,Unknown,13
2667,User_3131,Unknown,8
2668,User_3132,Unknown,84
2669,User_3133,Unknown,10
2670,User_3134,Unknown,2
2671,User_3135,Unknown,35
2672,User_3137,Unknown,49
2673,User_3138,Unknown,19
2674,User_3139,Unknown,21
2675,User_3140,Unknown,71
2676,User_3141,Unknown,11
2677,User_3142,Unknown,56
2678,User_3143,Unknown,4
2679,User_3144,Unknown,16
2680,User_3145,Unknown,69
2681,User_3146,Unknown,61
2682,User_3147,Unknown,5
2683,User_3148,Unknown,30
2684,User_3149,Unknown,66
2685,User_3150,Unknown,89
2686,User_3151,Unknown,14
2687,User_3152,Unknown,85
2688,User_3153,Unknown,11
2689,User_3154,Unknown,91
2690,User_3155,Unknown,12
2691,User_3156,Unknown,13
2692,User_3157,Unknown,15
2693,User_3158,Unknown,52
2694,User_3159,Unknown,7
2695,User_3160,Unknown,30
2696,User_3161,Unknown,6
2697,User_3163,Unknown,23
2698,User_3166,Unknown,38
2699,User_3167,Unknown,17
2700,User_3169,Unknown,61
2701,User_3170,Unknown,25
2702,User_3171,Unknown,19
2703,User_3172,Unknown,72
2704,User_3174,Unknown,74
2705,User_3175,Unknown,6
2706,User_3176,Unknown,27
2707,User_3177,Unknown,41
2708,User_3180,Unknown,8
2709,User_3181,Unknown,8
2710,User_3182,Unknown,68
2711,User_3183,Unknown,1
2712,User_3184,Unknown,61
2713,User_3185,Unknown,80
2714,User_3187,Unknown,34
2715,User_3188,Unknown,51
2716,User_3189,Unknown,19
2717,User_3190,Unknown,12
2718,User_3191,Unknown,40
2719,User_3192,Unknown,16
2720,User_3193,Unknown,27
2721,User_3194,Unknown,17
2722,User_3195,Unknown,72
2723,User_3196,Unknown,40
2724,User_3197,Unknown,8
2725,User_3198,Unknown,86
2726,User_3199,Unknown,22
2727,User_3200,Unknown,11
2728,User_3202,Unknown,11
2729,User_3203,Unknown,31
2730,User_3204,Unknown,47
2731,User_3206,Unknown,51
2732,User_3207,Unknown,41
2733,User_3208,Unknown,15
2734,User_3209,Unknown,24
2735,User_3210,Unknown,14
2736,User_3211,Unknown,25
2737,User_3212,Unknown,35
2738,User_3213,Unknown,36
2739,User_3214,Unknown,63
2740,User_3215,Unknown,25
2741,User_3216,Unknown,7
2742,User_3217,Unknown,6
2743,User_3218,Unknown,9
2744,User_3219,Unknown,39
2745,User_3220,Unknown,54
2746,User_3221,Unknown,26
2747,User_3223,Unknown,23
2748,User_3224,Unknown,55
2749,User_3225,Unknown,28
2750,User_3226,Unknown,79
2751,User_3227,Unknown,5
2752,User_3228,Unknown,36
2753,User_3229,Unknown,14
2754,User_3230,Unknown,1
2755,User_3231,Unknown,28
2756,User_3232,Unknown,105
2757,User_3234,Unknown,33
2758,User_3235,Unknown,8
2759,User_3236,Unknown,21
2760,User_3237,Unknown,28
2761,User_3238,Unknown,41
2762,User_3239,Unknown,62
2763,User_3240,Unknown,66
2764,User_3241,Unknown,19
2765,User_3242,Unknown,15
2766,User_3243,Unknown,27
2767,User_3244,Unknown,14
2768,User_3246,Unknown,14
2769,User_3247,Unknown,66
2770,User_3249,Unknown,14
2771,User_3250,Unknown,34
2772,User_3251,Unknown,9
2773,User_3252,Unknown,86
2774,User_3253,Unknown,51
2775,User_3254,Unknown,12
2776,User_3255,Unknown,32
2777,User_3256,Unknown,63
2778,User_3257,Unknown,42
2779,User_3259,Unknown,31
2780,User_3260,Unknown,28
2781,User_3261,Unknown,54
2782,User_3262,Unknown,24
2783,User_3264,Unknown,31
2784,User_3266,Unknown,8
2785,User_3267,Unknown,72
2786,User_3268,Unknown,2
2787,User_3269,Unknown,9
2788,User_3270,Unknown,6
2789,User_3271,Unknown,5
2790,User_3272,Unknown,44
2791,User_3273,Unknown,26
2792,User_3274,Unknown,63
2793,User_3275,Unknown,29
2794,User_3276,Unknown,20
2795,User_3277,Unknown,71
2796,User_3279,Unknown,25
2797,User_3280,Unknown,107
2798,User_3281,Unknown,12
2799,User_3282,Unknown,2
2800,User_3283,Unknown,16
2801,User_3284,Unknown,70
2802,User_3285,Unknown,27
2803,User_3286,Unknown,23
2804,User_3287,Unknown,48
2805,User_3288,Unknown,48
2806,User_3291,Unknown,119
2807,User_3292,Unknown,12
2808,User_3293,Unknown,60
2809,User_3294,Unknown,23
2810,User_3296,Unknown,41
2811,User_3297,Unknown,63
2812,User_3298,Unknown,45
2813,User_3299,Unknown,60
2814,User_3300,Unknown,18
2815,User_3301,Unknown,40
2816,User_3302,Unknown,67
2817,User_3303,Unknown,36
2818,User_3305,Unknown,5
2819,User_3306,Unknown,22
2820,User_3307,Unknown,19
2821,User_3308,Unknown,9
2822,User_3309,Unknown,18
2823,User_3310,Unknown,5
2824,User_3311,Unknown,11
2825,User_3312,Unknown,17
2826,User_3313,Unknown,32
2827,User_3314,Unknown,16
2828,User_3315,Unknown,14
2829,User_3316,Unknown,39
2830,User_3317,Unknown,7
2831,User_3318,Unknown,20
2832,User_3320,Unknown,113
2833,User_3321,Unknown,69
2834,User_3322,Unknown,8
2835,User_3323,Unknown,7
2836,User_3324,Unknown,87
2837,User_3325,Unknown,19
2838,User_3326,Unknown,16
2839,User_3327,Unknown,50
2840,User_3329,Unknown,19
2841,User_3330,Unknown,93
2842,User_3332,Unknown,62
2843,User_3333,Unknown,7
2844,User_3334,Unknown,9
2845,User_3335,Unknown,65
2846,User_3336,Unknown,7
2847,User_3337,Unknown,24
2848,User_3338,Unknown,9
2849,User_3339,Unknown,73
2850,User_3340,Unknown,16
2851,User_3341,Unknown,31
2852,User_3342,Unknown,68
2853,User_3343,Unknown,14
2854,User_3344,Unknown,76
2855,User_3345,Unknown,65
2856,User_3346,Unknown,35
2857,User_3347,Unknown,76
2858,User_3348,Unknown,84
2859,User_3349,Unknown,12
2860,User_3350,Unknown,82
2861,User_3351,Unknown,84
2862,User_3352,Unknown,13
2863,User_3353,Unknown,62
2864,User_3354,Unknown,9
2865,User_3356,Unknown,20
2866,User_3357,Unknown,15
2867,User_3358,Unknown,11
2868,User_3359,Unknown,18
2869,User_3360,Unknown,74
2870,User_3362,Unknown,75
2871,User_3363,Unknown,131
2872,User_3364,Unknown,49
2873,User_3365,Unknown,46
2874,User_3367,Unknown,11
2875,User_3368,Unknown,9
2876,User_3369,Unknown,43
2877,User_3370,Unknown,6
2878,User_3371,Unknown,15
2879,User_3372,Unknown,7
2880,User_3373,Unknown,17
2881,User_3374,Unknown,16
2882,User_3375,Unknown,3
2883,User_3376,Unknown,8
2884,User_3377,Unknown,31
2885,User_3378,Unknown,60
2886,User_3379,Unknown,25
2887,User_3380,Unknown,21
2888,User_3381,Unknown,54
2889,User_3382,Unknown,17
2890,User_3383,Unknown,17
2891,User_3384,Unknown,49
2892,User_3387,Unknown,97
2893,User_3388,Unknown,10
2894,User_3389,Unknown,7
2895,User_3390,Unknown,25
2896,User_3391,Unknown,53
2897,User_3392,Unknown,17
2898,User_3393,Unknown,19
2899,User_3394,Unknown,31
2900,User_3395,Unknown,38
2901,User_3396,Unknown,76
2902,User_3397,Unknown,115
2903,User_3398,Unknown,8
2904,User_3399,Unknown,37
2905,User_3400,Unknown,35
2906,User_3401,Unknown,8
2907,User_3402,Unknown,15
2908,User_3403,Unknown,52
2909,User_3405,Unknown,13
2910,User_3407,Unknown,2
2911,User_3408,Unknown,2
2912,User_3411,Unknown,62
2913,User_3413,Unknown,3
2914,User_3414,Unknown,18
2915,User_3415,Unknown,29
2916,User_3416,Unknown,53
2917,User_3417,Unknown,89
2918,User_3418,Unknown,10
2919,User_3419,Unknown,63
2920,User_3421,Unknown,20
2921,User_3422,Unknown,40
2922,User_3423,Unknown,16
2923,User_3424,Unknown,7
2924,User_3425,Unknown,10
2925,User_3426,Unknown,113
2926,User_3427,Unknown,9
2927,User_3428,Unknown,8
2928,User_3429,Unknown,5
